id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
42300971,"Unbeatable Panoramic Views (downtown,free parking)",336225596,Robby,,Downtown,49.27999,-123.10845,Entire home/apt,442,3,100,2024-09-29,1.92,1,168,22,24-157860
42301735,Queen Bed w Shared Bathroom near PNE,302840643,Randy,,Hastings-Sunrise,49.27141,-123.03651,Private room,,1,0,,,2,0,0,20-154934
42301804,Queen Bed w Shared Bathroom near PNE,302840643,Randy,,Hastings-Sunrise,49.27028,-123.03691,Private room,,1,0,,,2,0,0,20-154934
42318659,Downtown Gastown Loft,124631034,Bryan,,Downtown Eastside,49.28157,-123.10383,Entire home/apt,100,30,55,2023-10-31,1.46,1,347,0,#22-157742
42330742,"Modern 3BR w/hot tub, 15min to dwntwn",320105269,Samantha,,Kensington-Cedar Cottage,49.25616,-123.06511,Entire home/apt,,3,9,2023-07-23,0.29,1,0,0,24-158465
42338884,Cozy Private Room+Bath - Vancouver downtown,329753144,Alex,,Downtown,49.28088194735095,-123.10958031356904,Private room,104,3,156,2024-10-23,2.72,1,16,46,24-157912
42360114,Thrive on the Drive!,164329859,Samia,,Grandview-Woodland,49.26821,-123.07153,Entire home/apt,,2,0,,,3,0,0,20201800
42360460,Bright & Spacious ~ Steps to Chinatown ~ Parking!,72743977,Sam,,Downtown,49.28025,-123.10679,Entire home/apt,144,2,69,2024-10-14,2.15,6,28,32,24-158447
42393959,Stunning Mid-Century Loft with Parking + Port AC,336458974,Alex,,Downtown,49.27892,-123.12193,Entire home/apt,131,1,279,2024-09-25,4.86,1,61,71,Exempt
42413884,East Van Garden Home,19629820,Fran And Tim,,Hastings-Sunrise,49.27696,-123.05023,Entire home/apt,,1,96,2023-09-25,1.69,1,0,0,23-157132
42455784,Luxury&Modern  Loft in heart Downtown,338012755,Jing,,Downtown,49.27922,-123.12147,Entire home/apt,150,2,219,2024-10-25,4.90,1,4,36,24-157931
42456262,Private apartment steps from Commercial Drive,325414719,Taraneh,,Grandview-Woodland,49.26879,-123.06792,Entire home/apt,166,3,20,2024-10-11,0.38,1,103,7,24-159900
42456517,Warm & cozy 4 BD house in Kitsilano!,331844258,Uwe,,Kitsilano,49.26958,-123.18188,Entire home/apt,,5,0,,,1,0,0,20-178033
42458406,Woodland Homestay Room #2,191577153,John,,Kensington-Cedar Cottage,49.2593,-123.07432,Private room,36,90,10,2023-10-01,0.18,3,138,0,
42458461,Woodland Homestay Room #1,191577153,John,,Kensington-Cedar Cottage,49.2615,-123.07347,Private room,,90,9,2024-08-02,0.16,3,0,2,
42516612,New York Meets Paris State Of Mind,34679194,Christina Grace,,Downtown,49.27583,-123.11915,Entire home/apt,300,90,0,,,1,358,0,
42531816,Corporate Stays | Capitol Residences | Bright 1BR,38459934,Vladimir,,Downtown,49.27988,-123.12065,Entire home/apt,220,90,6,2024-04-30,0.12,6,79,2,
42538952,Cozy 1BR 1BA in Kerrisdale,2277072,Mark,,Dunbar Southlands,49.23806,-123.17914,Entire home/apt,56,30,12,2024-08-04,0.30,1,82,3,none
42539984,Breathtaking Views In the Heart of Downtown!,338834289,Simon,,Downtown,49.27815,-123.12244,Entire home/apt,,3,1,2020-03-15,0.02,1,0,0,20-102015
42546201,Top location/patio/amazing view rooftops!/gym,6983939,Jocelyne,,Mount Pleasant,49.26523,-123.10084,Entire home/apt,242,3,83,2024-11-02,1.55,1,176,20,24-157929
42570640,Mount Pleasant loft with mountain views,84801105,Carey,,Strathcona,49.26752,-123.09712,Entire home/apt,280,3,91,2024-09-15,2.33,1,48,19,24-158232
42591398,★Chic Spacious Central★Entire Apartment @Yaletown★,103043102,Fumi,,Downtown,49.27769,-123.11524,Entire home/apt,,90,0,,,1,0,0,
42608254,*BRAND NEW* Modern 3BR 3Bath Home/Central location,7294437,Waimond,,Marpole,49.21569,-123.12049,Entire home/apt,208,2,111,2024-10-23,3.57,1,309,41,24-158341
42671966,My house your house,37753475,Cesar,,Renfrew-Collingwood,49.23585,-123.03619,Private room,,3,1,2020-03-05,0.02,2,0,0,20-209643
42693748,Charming Garden Suite in Kits,50746283,Elizabeth,,Kitsilano,49.26836,-123.18108,Entire home/apt,,90,0,,,2,0,0,
42695990,Trendy Loft on Prime Location Downtown Vancouver,5986890,Sasha,,Downtown,49.27892,-123.12079,Entire home/apt,141,30,301,2024-07-29,5.28,1,24,54,24-157925
42715387,Home,37753475,Cesar,,Renfrew-Collingwood,49.23734,-123.03752,Private room,,2,1,2020-07-20,0.02,2,0,0,Exempt
42719452,Willow Suite,340275725,Beata,,South Cambie,49.2516,-123.12724,Entire home/apt,169,30,0,,,2,1,0,
42720991,Cedar Suite,340275725,Beata,,Shaughnessy,49.25291,-123.12936,Entire home/apt,169,30,1,2022-08-31,0.04,2,6,0,
42738536,Luxury brand-new 4 bedrooms with 3 full bathrooms,332778015,Linda,,Renfrew-Collingwood,49.24876,-123.04477,Entire home/apt,308,3,79,2024-10-16,1.47,3,226,25,24-157923
42742038,Bright and Sunny 1 Bedroom with Parking,23977001,Emma,,Fairview,49.26384,-123.12245,Entire home/apt,,5,7,2024-04-13,0.25,13,0,4,24-157930
42743449,Mountain & WaterView/Pool/Gym/Sauna/Hottub/Sleep 7,287607431,Elliot,,Downtown,49.27796,-123.10833,Entire home/apt,90,2,383,2024-11-03,6.75,3,130,75,24-184918
42776781,Mountain Views - Gastown - Downtown COV 24-158389,82980408,Arwin,,Downtown Eastside,49.28205,-123.10444,Entire home/apt,,1,91,2024-10-18,2.72,1,0,32,Licence # 24-158389
42790908,"Quiet, Bright, Free Parking, Mt Pleasant Townhouse",31857,Kathryn,,Mount Pleasant,49.26622,-123.09845,Entire home/apt,240,4,109,2024-10-27,2.17,1,16,22,24-157152
42812975,Level | Two Bedroom Suite | Yaletown Vancouver,2502595,Level Hotels And Furnished Suites,,Downtown,49.27897,-123.12185,Entire home/apt,270,30,3,2023-03-30,0.10,41,319,0,
42813067,Level | Two Bedroom Suite | Central in Downtown,2502595,Level Hotels And Furnished Suites,,Downtown,49.27807,-123.12233,Entire home/apt,734,1,14,2024-06-30,0.54,41,322,9,Exempt
42842762,GuestSuite 2 Bedrooms Basement Westside Vancouver,98821337,George,,Arbutus Ridge,49.24492,-123.16816,Entire home/apt,150,6,15,2024-10-07,0.29,1,315,7,24-183054
42843989,"Stylish, executive suite with great location!",75481379,Nicole,,Downtown Eastside,49.28368,-123.11152,Entire home/apt,210,60,8,2024-07-28,0.29,1,292,3,
42865985,East Van Gem -  1 Bed + Sofa Bed +Free Parking,56517152,Sarah,,Grandview-Woodland,49.28602,-123.05857,Entire home/apt,155,30,3,2021-06-29,0.06,1,83,0,
42874096,Cozy Garden Suite • Three Blocks From the Beach •,165013869,Miyah,,Kitsilano,49.26789,-123.15407,Entire home/apt,,2,9,2021-02-16,0.16,1,0,0,20207858
42879356,Furnished Downtown Studio - In the heart of it all,66933536,Christa,,West End,49.28804,-123.12926,Entire home/apt,,30,0,,,1,0,0,
42881319,Amazing 2 bedroom place downtown Vancouver,210620622,Diego,,Downtown,49.28133,-123.11714,Private room,,1,3,2020-03-19,0.05,1,0,0,19-365919
42903930,Clean & Spacious 2 Bdrm Suite in Quiet Area.,89620360,Kenny,,Renfrew-Collingwood,49.25345,-123.02541,Entire home/apt,125,2,222,2024-10-24,4.19,1,47,58,24-157438
42907062,Penthouse condo with a fantastic view to the ocean,36717870,Sina,,Downtown Eastside,49.28101,-123.10539,Entire home/apt,110,60,2,2024-08-27,0.04,1,158,1,
42907400,Central Downtown Airbnb (Skytrain & Roger Arena),13872643,Davis,,Downtown,49.27928,-123.10938,Entire home/apt,149,2,227,2024-10-20,4.15,2,122,62,24-157924
42937221,Level | Studio | Modern Suite Downtown Vancouver,2502595,Level Hotels And Furnished Suites,,Downtown,49.278072357177734,-123.12232971191406,Entire home/apt,180,30,4,2023-03-19,0.13,41,329,0,
42937446,Level | Cozy One Bedroom Suite | Yaletown,2502595,Level Hotels And Furnished Suites,,Downtown,49.27322,-123.12778,Entire home/apt,200,90,2,2021-10-09,0.05,41,364,0,
42937545,Breathtaking Waterside Retreat: Relaxing Escape!,225163010,Vivi,,Downtown,49.28836068090459,-123.12271305857587,Entire home/apt,261,12,26,2024-08-17,0.47,6,180,2,24-158105
42980328,"Nice Rooms in Character House, Perfect Location!",160521621,Taha,,Kitsilano,49.26322,-123.17205,Private room,95,30,2,2024-07-02,0.31,3,57,2,
42988288,Modern immaculate 1bd suite in Vancouver,14506477,Nicholas,,Riley Park,49.23471,-123.10044,Entire home/apt,142,3,115,2024-10-27,2.08,1,153,26,24-157939
43038332,Modern Cozy 2bd w/Parking-10 Min to Downtown,48377993,Ryan,,Kensington-Cedar Cottage,49.24883,-123.0808,Entire home/apt,,30,59,2023-12-22,1.06,2,29,1,20-211094
43044749,Central Instaworthy Loft - Parking/AC/Patio,64269803,Laurel,,Downtown,49.27833,-123.12235,Entire home/apt,97,3,41,2024-10-20,0.74,1,177,27,24-165596
43048285,Cozy wood burning fireplace and garden!,65268234,Sherry,,Riley Park,49.25081,-123.10436,Entire home/apt,299,2,24,2024-10-25,0.55,1,218,9,24-165557
43071813,Cozy flat- Coal Harbour,175031338,Shirin,,Downtown,49.28745,-123.12368,Entire home/apt,140,90,90,2024-08-24,1.73,1,180,5,23-157162
43079683,Vintage Point Grey Family Home - Mins to UBC!,79379,Pushpa,,West Point Grey,49.26078,-123.21433,Entire home/apt,900,5,3,2022-08-20,0.06,6,364,0,24- 275067
43081491,Amazing Downtown Vancouver Condo with A/C&Parking,110061074,Wesam,,Downtown Eastside,49.27996,-123.11001,Entire home/apt,223,2,222,2024-11-07,5.42,2,23,36,24-215517
43103070,Mountain Views 1 BD + Den Close to YVR/DT Skytrain,94093489,Jen,,Marpole,49.20921,-123.11736,Entire home/apt,,90,11,2024-09-21,0.21,4,84,2,Exempt
43134455,"super clean, modern gastown studio",49461922,Neda,,Downtown Eastside,49.28221,-123.10328,Entire home/apt,120,90,6,2024-08-01,0.12,2,308,1,
43140470,Comfy room in a clean and spacious 2 bed apartment,8093441,Oliver,,Kitsilano,49.26894,-123.15817,Private room,51,90,13,2024-07-12,0.25,1,328,2,
43148884,modern fully furnished one bedroom apartment,49461922,Neda,,Downtown Eastside,49.28239,-123.10311,Entire home/apt,75,90,10,2024-09-01,0.21,2,365,2,
43150343,Downtown Vancouver 1BR Modern,32642721,Iraida,,Downtown,49.27765,-123.1294,Entire home/apt,,90,19,2024-10-19,0.35,1,0,2,20-191114
43188958,Downtown Beach District Cocoon,165830912,Louise,,Downtown,49.2737,-123.12857,Entire home/apt,138,3,72,2024-01-24,1.33,1,4,8,23-157711
43203119,Evening,343989314,Serafina,,Downtown,49.27787,-123.11589,Entire home/apt,,1,0,,,1,0,0,17-754414
43215530,STUDI0 in Prestigious Yaletown Downtown Vancouver.,80571916,Elizabeth,,Downtown,49.27484,-123.11597,Entire home/apt,139,31,11,2024-08-26,0.28,3,358,3,
43303093,Bright & Beautiful Sanctuary in the Best Area,12940315,Aliyah,,Kitsilano,49.26737,-123.14752,Entire home/apt,299,30,4,2024-07-31,0.12,1,330,1,
43348428,2-bedroom new house -Clean and Central Location,99444399,Terry,,Kitsilano,49.25931167602539,-123.16561126708984,Entire home/apt,208,1,151,2024-11-01,2.82,1,319,58,24-157742
43364218,A Hidden Jewel in the heart Vancouver's West Side,14251448,Anthony,,Kitsilano,49.26304,-123.18488,Entire home/apt,275,3,74,2024-09-01,1.38,1,116,35,24-157863
43390903,"Modern 1 Bed, with Exceptional Views",95217850,Mauricio,,Downtown,49.27539,-123.11485,Entire home/apt,110,90,3,2020-12-31,0.06,37,95,0,
43391066,Modern 2 bedroom Executive apartment,95217850,Mauricio,,Downtown,49.27516,-123.11482,Entire home/apt,,90,1,2022-07-01,0.03,37,89,0,
43392404,2 Bdrm 1 Living 1 Bath Suite  in Vancouver Central,120173435,Bob,,Kensington-Cedar Cottage,49.25235,-123.07649,Entire home/apt,128,2,150,2024-10-13,2.78,5,166,31,24-157944
43393120,1 Bdrm 1 Living 1 Bath Suite  in Vancouver Central,120173435,Bob,,Kensington-Cedar Cottage,49.25081,-123.07603,Entire home/apt,110,2,157,2024-10-13,2.91,5,157,27,24-157944
43423475,Classic Kitisilano two-room studio suite.,24210040,Nancy,,Kitsilano,49.26751,-123.18195,Entire home/apt,185,5,74,2024-08-23,1.42,1,205,17,24-157945
43424375,Cozy Studio Suite in South Van,104038743,Brandon,,Sunset,49.21485,-123.09453,Entire home/apt,133,2,57,2024-10-12,1.05,5,82,9,24-157909
43425616,Summer 50% Monthly!Designer Apt w View!Near UBC/DT,34696573,Cammy,,Arbutus Ridge,49.23822,-123.1574,Entire home/apt,403,30,7,2024-09-26,0.13,1,121,3,
43448231,Cozy entire apartment to yourself,292984247,Aaron,,Downtown,49.28083,-123.12443,Entire home/apt,104,2,15,2024-11-07,0.29,2,44,11,16-102087
43460589,Cozy suite@VAN westside Close to Airport/UBC/DT,277770414,Amanda,,Dunbar Southlands,49.25092,-123.19376,Entire home/apt,118,1,283,2024-11-07,5.22,1,158,53,24-157890
43497728,Lovely 2 Bedroom in Downtown,11207116,Moe,,West End,49.282,-123.12577,Entire home/apt,,90,3,2023-02-01,0.11,5,89,0,
43501445,Chic apartment with glass bottom pool & great view,294176156,Jalissa,,Downtown,49.27391,-123.11446,Entire home/apt,,30,0,,,1,0,0,
43533212,Modern Strathcona Heritage Home Garden Lvl 2br/2ba,24407946,Ayla,,Downtown Eastside,49.28108,-123.08976,Entire home/apt,133,90,19,2023-08-15,0.36,1,165,0,20-244043
43548209,[30Days+] Capricorn Palace in yaletown #6,346562402,Zodiac,,Downtown,49.27563,-123.11437,Entire home/apt,300,30,10,2023-05-01,0.19,5,141,0,21-003247
43556385,Beautiful Kitsilano 3 Bedroom 2.5 Bath House,341421868,Katie,,Kitsilano,49.26511,-123.15657,Entire home/apt,452,7,69,2024-10-14,1.36,1,170,19,24-157947
43558701,Brand New 2Bed2Bath Central Vancouver Near Transit,41585601,Hung Kuo,,Mount Pleasant,49.26051,-123.11441,Entire home/apt,120,90,13,2023-06-30,0.26,1,110,0,
43583362,Luxurious Waterview 2BR Condo w/Parking By Stadium,308765087,Alex,,Downtown,49.27512,-123.11556,Entire home/apt,180,90,27,2024-10-01,0.50,1,159,2,Exempt
43629286,"Modern 1BR DT unit, Great views, Free parking/pool",58640068,Farshad,,Downtown,49.27885055541992,-123.10729217529297,Entire home/apt,100,90,313,2024-11-02,5.82,2,178,16,24-163027
43639445,Unique one bedroom Yaletown Vancouver apartment,95217850,Mauricio,,Downtown,49.27466,-123.11493,Entire home/apt,120,90,2,2021-01-16,0.04,37,83,0,
43669480,Top floor fully furnished Loft Penthouse,129334385,Peter,,Marpole,49.20296,-123.1334,Entire home/apt,114,90,17,2024-07-12,0.39,2,303,5,
43780501,Funky Apartment with fantastic views,6033,Cam,,West End,49.29383,-123.13639,Entire home/apt,103,90,17,2023-10-01,0.34,2,162,0,
43807042,Classy 1 Bedroom Suite,95217850,Mauricio,,Downtown,49.27533,-123.12906,Entire home/apt,120,90,4,2024-05-01,0.20,37,72,1,
43817461,Ultra Luxury -with your own private putting green!,228483049,Sam,,Kitsilano,49.26799,-123.16636,Entire home/apt,,90,9,2023-12-23,0.17,1,264,1,
43861540,Bright and Cozy Commercial Drive Garden Suite!,6050758,Tyson & Chrystal,,Grandview-Woodland,49.27096,-123.06074,Entire home/apt,,90,17,2024-07-01,0.35,5,38,16,24-159754
43869990,Stylish living in the heart of downtown Vancouver,115226911,Chella,,Downtown,49.28436,-123.11689,Entire home/apt,90,90,10,2024-08-17,0.25,1,163,6,
43937790,New stunning home in the heart of Kitsilano,7170285,Kate,,Kitsilano,49.26677,-123.16245,Entire home/apt,,3,5,2024-08-26,0.09,1,0,1,24-159186
43946933,Cozy and tasteful private ground level suite,36638308,Karen Elizabeth,,Kensington-Cedar Cottage,49.25976,-123.07446,Entire home/apt,129,3,114,2024-10-06,2.15,1,82,25,24-157960
43997233,Private Mt Pleasant Studio Suite with Shared Patio,46346140,Chris,,Mount Pleasant,49.26158,-123.08246,Entire home/apt,107,2,272,2024-10-20,5.31,1,203,58,24-157966
44003537,"Renovated concrete condo, near Skytrain & seawall",7151689,Hoa,,Downtown Eastside,49.27751,-123.09855,Entire home/apt,,29,45,2024-10-15,0.85,1,0,4,24-
44005542,Yaletown | 1300 sqft | townhouse | Parking | 2 Bd,8763079,Conor,,Downtown,49.27883,-123.11714,Entire home/apt,220,90,4,2022-08-06,0.09,3,365,0,
44014044,1 Bed Modernist Garden Suite- Two Bikes Included!,21409576,Kelly Ann,,Arbutus Ridge,49.23992,-123.15498,Entire home/apt,150,2,128,2024-10-07,2.59,1,61,35,24-157954
44015193,Entire Apartment In Amazing Location,83150751,Adam,,West End,49.29322,-123.13479,Entire home/apt,287,2,18,2024-09-28,0.72,1,22,8,24-158969
44016081,"Breathtaking Views 3 bdrm, pool, hot tub, gym",29412479,Suzanne Mary,,Downtown,49.27518,-123.1308,Entire home/apt,600,30,1,2021-04-11,0.02,8,358,0,
44020727,Big Modern Character Home with Views by the Beach,116612603,Dawn,,Hastings-Sunrise,49.28834,-123.04685,Entire home/apt,,3,33,2024-08-25,0.82,1,0,10,20-260960
44021555,Modern new luxury townhouse,57366932,Linda,,Renfrew-Collingwood,49.23761,-123.05377,Entire home/apt,229,3,99,2024-11-01,1.93,1,147,27,24-158217
44031102,East Van Getaway,186092040,Cameron,,Kensington-Cedar Cottage,49.25183310000001,-123.0626748,Entire home/apt,600,2,0,,,1,137,0,24-297075
44031753,👑 Convenient 1 BR & Den w/Parking - Walk to beach,94093489,Jen,,Downtown,49.27815,-123.12926,Entire home/apt,,90,83,2024-09-01,1.58,4,52,5,Exempt
44034163,Vancouver House - Architectural Wonder,352938664,Lissa,,Downtown,49.27514,-123.13161,Entire home/apt,,300,0,,,1,90,0,Exempt
44060556,Luxury+Immaculate View+Yaletown,306435670,Sahara Rose,,Downtown,49.2763,-123.12921,Entire home/apt,200,30,19,2024-09-01,0.36,8,90,2,Exempt
44064013,Elite Executive Suites presents : 2 bd+2 bath+Den,353290608,Sam,,Downtown Eastside,49.28095,-123.10621,Entire home/apt,,2,0,,,1,0,0,20-262790
44133079,Spacious 1 bdr 1 bath suite in southwest Van.,354769837,Marvin XX,,Marpole,49.21253,-123.12329,Private room,89,2,141,2024-10-21,3.67,2,75,33,24-158269
44181633,2 Bed Loft with High floor ceiling and rooftop,355809880,Diana,,Downtown,49.27965,-123.12059,Entire home/apt,,1,1,2020-08-01,0.02,1,0,0,20-486910
44210108,COMFY large 2 bedrooms ideal to explore. Basement.,5335111,Eric,,South Cambie,49.23680115,-123.1269989,Entire home/apt,125,2,108,2024-10-20,2.06,11,55,12,24-170873
44216736,Spacious luxury one br. suite with billards in Van,279049972,Terry,,Dunbar Southlands,49.24899,-123.1806,Entire home/apt,111,3,60,2024-10-28,1.17,1,55,28,24-157968
44227322,Top Floor Bright Private Room w/ Park View & Patio,340427399,Justin,,Victoria-Fraserview,49.22118,-123.05514,Private room,,2,1,2020-09-04,0.02,1,0,0,20-190581
44252533,"Classic  2 bed, 2 bath apartment / Yaletown",95217850,Mauricio,,Downtown,49.2772,-123.12207,Entire home/apt,130,90,4,2023-08-20,0.13,37,40,0,
44269319,Spacious Loft in the heart of Hastings Sunrise,227880483,Elsa,,Hastings-Sunrise,49.28016,-123.05426,Entire home/apt,99,365,1,2022-09-25,0.04,1,194,0,
44306270,"Corner Unit, nice park view",169212821,Weiwei,,Downtown,49.27545,-123.12644,Entire home/apt,2200,180,0,,,1,180,0,
44323728,1425 Haro - 2BR / 1BR - Downtown Vancouver,231663454,Plan A,,West End,49.28677,-123.13081,Entire home/apt,140,90,1,2023-08-02,0.06,16,159,0,
44326587,Home Theatre in the Air-Conditioned Suite Sixteen,166116403,Ruben,,West End,49.2812,-123.12689,Entire home/apt,363,3,97,2024-09-19,1.86,1,196,12,24-157919
44337002,Super Central 1BD Downtown Pied-À-Terre!,134758907,Vida,,Downtown,49.2817,-123.1244,Entire home/apt,125,90,7,2024-02-01,0.14,7,177,1,20-162004
44379773,3-storey beach home w/ private backyard and garage,10303354,Ryan,,Kitsilano,49.27538,-123.151,Entire home/apt,875,30,0,,,1,363,0,
44429990,☆☆Beautiful Downtown 2BD+Den+ Patio+Parking☆☆,160902861,Marcial,,Downtown,49.28008,-123.10864,Entire home/apt,,29,100,2024-08-29,1.93,1,19,1,21-158869
44447709,Garden suite near trendy Fraser/Main St,2880841,Emma,,Kensington-Cedar Cottage,49.24291,-123.08518,Entire home/apt,110,4,57,2024-11-04,1.24,1,114,14,22-157220
44491234,Spacious Studio Home with Patio,82363582,Michael,,Grandview-Woodland,49.28454,-123.05744,Entire home/apt,111,91,0,,,1,255,0,
44532472,New Outstanding 3 Bedroom Yaletown Condo,107807115,Nazar,,Downtown,49.27637,-123.12909,Entire home/apt,319,60,19,2021-02-11,0.37,1,364,0,18-599042
44597342,Luxury and Spacious Corner Unit with Massive Patio,276467606,Hamed,,Kitsilano,49.26361,-123.15723,Entire home/apt,,32,0,,,2,0,0,
44667811,Downtown Loft Vancouver. 2 beds. Private patio.,353489793,Blake,,Downtown,49.27825,-123.12111,Entire home/apt,429,3,144,2024-10-10,2.81,1,113,23,24-157976
44707856,Cozy & Colourful 1 BR Apt in Historic Gastown,362022945,Amanda Rose,,Downtown Eastside,49.281727,-123.104233,Entire home/apt,158,2,180,2024-10-28,3.54,1,57,44,24-157967
44718107,Mid-Century Stunning Gastown Loft! King Bed!,2462187,Anjum,,Downtown Eastside,49.28137,-123.10354,Entire home/apt,236,3,134,2024-10-25,2.94,1,272,43,24-158052
44755862,Comfortable Yaletown Home by the water,5629348,Pari,,Downtown,49.27458,-123.11624,Entire home/apt,160,90,0,,,1,362,0,
44792934,Bright studio laneway in a perfect location,38036809,Janice,,Riley Park,49.25566,-123.10702,Entire home/apt,71,90,7,2024-09-30,0.17,2,194,4,
44800636,Hotel King Superior Room private en-suite bathroom,48804113,Giorgi,,Downtown,49.28295,-123.11335,Private room,289,1,50,2023-12-29,0.97,6,270,1,Exempt
44867074,1 Bedroom basement suite in the best part of town,198726693,Hafeez,,Riley Park,49.24434,-123.09565,Entire home/apt,,30,1,2021-07-31,0.03,1,0,0,
44964851,Hotel King Legacy Room private en-suite bathroom,48804113,Giorgi,,Downtown,49.28125,-123.11185,Private room,268,1,101,2024-07-07,2.01,6,308,5,Exempt
45000380,Corporate Stays | Tate | Amazing 1 BR,38459934,Vladimir,,Downtown,49.27729,-123.1283,Entire home/apt,262,90,2,2024-04-12,0.24,6,32,2,
45003088,"Amazing 1 bedroom, 1 bathroom boutique condo",95217850,Mauricio,,Mount Pleasant,49.27076,-123.10098,Entire home/apt,110,90,9,2022-11-30,0.18,37,321,0,
45032739,Hotel 2 Double Beds Legacy Room Private bathroom,48804113,Giorgi,,Downtown Eastside,49.28333,-123.11118,Private room,268,1,34,2024-05-27,0.67,6,306,3,Exempt
45033132,Hotel 2 Double Beds Superior Room private bathroom,48804113,Giorgi,,Downtown,49.28178,-123.11175,Private room,247,1,18,2024-02-17,0.35,6,277,2,Exempt
45105289,Bright - Private Home - Near Kensington Park,4345881,Steph,,Kensington-Cedar Cottage,49.238739013671875,-123.07717895507812,Entire home/apt,149,90,70,2024-08-05,1.38,1,110,5,22-157167
45115465,Modern 1BR suite in Cambie Village-Mt. Pleasant,70791516,Brian,,Riley Park,49.25334,-123.11394,Entire home/apt,147,4,30,2024-10-22,0.70,1,280,20,24-181998
45115740,M-9Brightroom Ensuite Washroom CentralVancouver,356993612,Cora1210,,Kensington-Cedar Cottage,49.25371,-123.08996,Private room,64,1,9,2024-08-08,0.23,11,355,1,Exempt
45256217,Hotel Room King Bed + Shared Bathrooms,48804113,Giorgi,,Downtown Eastside,49.28309,-123.11122,Private room,208,1,43,2024-10-20,0.84,6,21,8,Exempt
45289832,Beautiful Furnished Gastown Apartment,106642004,Alex,,Downtown Eastside,49.28164,-123.10817,Entire home/apt,125,90,0,,,1,358,0,
45300834,"Heart of Vancouver: Suite Near Metrotown, Downtown",182844854,Kamran,,Renfrew-Collingwood,49.246829986572266,-123.02652740478516,Entire home/apt,77,1,82,2024-08-23,1.65,3,352,8,24-157949
45331841,Impeccably decorated and furnished  laneway house,13100919,Ian,,Kitsilano,49.2614,-123.16641,Entire home/apt,80,30,14,2023-05-31,0.29,1,163,0,
45345238,Downtown Condo with Great City Views,366570455,Viktoriya,,Downtown,49.28065,-123.10795,Entire home/apt,150,2,177,2024-10-31,3.53,1,62,28,24-157984
45345957,Free Breakfast/Modern/Vancouver & Burnaby,182844854,Kamran,,Renfrew-Collingwood,49.24685,-123.02649,Entire home/apt,130,1,74,2024-01-02,1.49,3,317,1,24-157952
45347643,Commercial Drive Oasis - Rustic Canada Guest Suite,6050758,Tyson & Chrystal,,Grandview-Woodland,49.27117,-123.05924,Entire home/apt,104,2,114,2024-11-03,2.26,5,44,76,24-159754
45412496,Entire Apartment | Downtown | Parking,364869149,Kai Chandong,,Downtown,49.27981,-123.1071,Entire home/apt,321,2,149,2024-10-24,3.00,1,95,45,24-159007
45528130,6mins Taylor Swift concert - Large 1 Bedroom,1713275,Brooke,,Downtown Eastside,49.28162,-123.08439,Entire home/apt,850,3,41,2024-09-03,1.84,1,97,17,24-159217
45531528,"Crosstown Apartment W/ Pool, Gym, Sauna & Hot tub",14988844,Boris,,Downtown,49.27892,-123.10814,Entire home/apt,,2,89,2024-09-30,4.39,1,0,55,24159279
45531730,Ocean/City/mountain view/AC/Pool/free parking/1 BR,368622183,Simon,,Downtown,49.27342,-123.12829,Entire home/apt,125,90,17,2024-10-20,0.44,1,146,3,
45532538,"Private, stylish, convenient in East Van",181157295,Elisabeth,,Sunset,49.2271,-123.08592,Entire home/apt,115,4,147,2024-11-06,3.02,1,18,36,24-157989
45574244,Cozy Vancouver Apt with Balcony near Coal Harbour,317810743,Olga,,West End,49.28973,-123.13398,Entire home/apt,110,120,4,2022-07-01,0.10,1,345,0,
45626100,BCPlace/Skytrain/WaterView/Pool/Sauna/HotTub/5 ppl,314341438,Joshua,,Downtown,49.2776,-123.1105,Entire home/apt,53,2,309,2024-11-05,6.21,5,131,83,24-224168
45672404,Portal to Vancouver,646336,Jen,,Kensington-Cedar Cottage,49.25957,-123.06068,Entire home/apt,95,90,98,2024-10-27,2.05,1,248,18,24 227738 LTR
45691361,Luxe 1 Bd Condo in the Heart of Downtown Vancouver,3986152,Prab,,Downtown,49.28117,-123.11729,Entire home/apt,130,90,12,2023-10-14,0.25,1,330,0,23-105861
45723370,Vancover suite - Cozy Home-Away-From-Home,205309212,Jag,,South Cambie,49.24655,-123.12716,Entire home/apt,,90,13,2024-09-30,0.29,3,105,5,
45811906,Mrs. Chung's Flat,9575419,Elana,,Downtown Eastside,49.27741,-123.08407,Entire home/apt,150,90,18,2024-09-15,0.38,5,213,6,
45844376,Comfortable Private Bedroom in Vancouver,63531509,Jason,,Kensington-Cedar Cottage,49.2468,-123.06161,Private room,70,90,42,2024-10-25,0.89,2,148,7,24-158831
45845150,Charming 1 BR Garden Oasis in Vibrant Vancouver,14411495,Andrea,,Riley Park,49.25457,-123.09779,Entire home/apt,148,3,68,2024-10-07,1.48,2,147,24,24-157996
45846446,Yaletown 1 Bed Sanctuary w Parking/Gym 90 day min),4292086,Anne,,Downtown,49.27992,-123.11735,Entire home/apt,108,90,11,2024-10-22,0.23,12,365,5,
